x	y
1	4.83875145516074
1	3.95673930554938
1	3.89923373786379
1	4.50312605252922
1	6.28052092659646
1	5.66647056233911
1	5.88950019727232
1	4.81287857226339
1	3.44636365707409
1	5.32640267177958
1	4.7853880279355
1	4.69604169285067
1	7.18417322839228
1	5.86969128321855
1	4.77159379631268
1	3.09655358047668
1	4.71335852927624
1	5.99038892010019
1	5.37282099271425
1	5.27210736801552
2	11.0450936391281
2	9.83099001278518
2	9.65419797478324
2	9.74603386633103
2	10.7345129274607
2	9.73065186903568
2	10.7603011424391
2	8.7718163806414
2	8.72893497861798
2	10.1273836083064
2	10.760383157988
2	9.5923470839778
2	9.42257865508196
2	7.16062383309111
2	10.374320874221
2	9.09714502125719
2	10.4025749061831
2	11.4272117229534
2	9.50408095407267
2	10.6967253815539
3	14.8474542267024
3	15.3686046357117
3	13.8442006147204
3	15.4178235949281
3	16.304961544449
3	16.7967118556211
3	13.8126193451429
3	15.5336850083572
3	14.4919758292342
3	15.5227206281037
3	14.8215361375436
3	14.7519667343985
3	15.6820994967397
3	15.7462015267358
3	15.2790770377861
3	15.4640493820463
3	15.3784604125333
3	15.278374001553
3	15.091230160107
3	15.9156102257648
